id,fips5,totalpop,countbelow200pct,State,Housingperpov200,Businessperemp,ImpactFinanceperpov200,CommDevOtherperpov200,z_Housing,z_ImpactFinance,z_CommDevOther,z_Business,z_GlobalCapacity,popsize_bin,Housing_ptile,Housing_rank,Business_ptile,Business_rank,ImpactFinance_ptile,ImpactFinance_rank,CommDevOther_ptile,CommDevOther_rank,GlobalCapacity_ptile,GlobalCapacity_rank,CoreLogic_200pov,CountyName
582,29135,15801,5011,MO,0,NA,178.3276825,111.867691,-0.729276597,-0.187815502,0.72904259,NA,NA,1,1,274,NA,NA,80,81,86,57,NA,NA,3683.284424,Moniteau
583,29145,58777,23889,MO,0,8766.173828,0,48.7430687,-0.729276597,-0.386850029,-0.074923977,-0.190321147,-0.345342934,2,1,172,55,91,1,192.5,64,73,35,129,1971.334229,Newton
584,29151,13758,3882,MO,0,NA,2.730551243,0,-0.729276597,-0.383802414,-0.695724487,NA,NA,1,1,274,NA,NA,38,246,1,285.5,NA,NA,2.730551243,Osage
585,29165,93394,19031,MO,0,7436.366699,164.3145294,123.0035019,-0.729276597,-0.203455821,0.870870233,-0.641929686,-0.175947964,2,1,172,41,118,67,67,94,12,54,92,79144.14063,Platte
586,29167,31107,13140,MO,60.56377411,NA,72.02732086,0,-0.136754051,-0.306459129,-0.695724487,NA,NA,1,79,85,NA,NA,68,129,1,285.5,NA,NA,15766.50684,Polk
587,29177,23031,7365,MO,0,NA,0,64.90155792,-0.729276597,-0.386850029,0.130873457,NA,NA,1,1,274,NA,NA,1,333.5,77,93,NA,NA,NA,Ray
588,29183,374805,62902,MO,205.1722565,8802.646484,928.5196533,19.63023186,1.278015614,0.649486303,-0.445710301,-0.17793487,0.325964183,4,92,11,39,79,92,11,6,121,71,38,40076.65234,St Charles
589,29189,1001327,253301,MO,56.55399323,12190.00781,753.5529175,23.20518112,-0.175983548,0.45420301,-0.400179088,0.972428441,0.212617204,5,20,110,88,17,82,25,6,128,46,74,41539.28906,St Louis
590,29219,33043,10533,MO,24.20962715,NA,144.6694183,42.53299332,-0.492422968,-0.22538206,-0.154016614,NA,NA,1,69,124,NA,NA,76,95,71,116,NA,NA,144.6694183,Warren
591,29225,36690,15739,MO,30.66344833,NA,0,0,-0.429282367,-0.386850029,-0.695724487,NA,NA,1,72,114,NA,NA,1,333.5,1,285.5,NA,NA,NA,Webster
592,29510,317850,150100,MO,244.8084106,10309.84766,3181.921875,395.7419434,1.665793896,3.164546251,4.344516277,0.333917499,2.377193451,4,95,7,61,51,100,1,100,1,99,2,23275.20703,St Louis City
593,30009,10268,3126,MT,0,NA,261.2380066,182.3416443,-0.729276597,-0.095277905,1.626611471,NA,NA,1,1,274,NA,NA,85,63,92,35,NA,NA,72271.57813,Carbon
594,30013,82090,29272,MT,116.1305161,7194.30957,652.2258301,95.99343109,0.406880289,0.34111014,0.526865125,-0.724133432,0.137680531,2,80,41,35,130,89,23,87,26,78,45,36870.18359,Cascade
595,30037,756,364,MT,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,NA,Golden Valley
596,30063,111966,39596,MT,224.5723724,9041.5,1489.027832,80.83744049,1.467815638,1.275078893,0.333835721,-0.096819133,0.744977772,3,94,21,47,167,97,12,85,48,95,18,34404.54297,Missoula
597,30111,153692,46530,MT,0.021491511,11826.88574,717.7927856,7.254610062,-0.729066372,0.414290518,-0.603328466,0.849110544,-0.017248444,3,13,271,80,64,90,34,21,248,56,137,69172.55469,Yellowstone
598,31025,25360,4881,NE,0,NA,6.146281719,0,-0.729276597,-0.379990041,-0.695724487,NA,NA,1,1,274,NA,NA,42,230,1,285.5,NA,NA,6.146281719,Cass
599,31043,20798,9433,NE,250.6246185,NA,108.4490585,0,1.722696424,-0.265808225,-0.695724487,NA,NA,1,98,11,NA,NA,73,109,1,285.5,NA,NA,18029.13086,Dakota
600,31051,5866,1905,NE,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,NA,Dixon
601,31055,537655,170186,NE,139.3929138,9794.472656,177.1313477,44.52261734,0.634466767,-0.189150751,-0.1286764,0.158893809,0.118883356,5,65,48,56,60,20,109,31,95,35,88,34266.0625,Douglas
602,31079,60792,21970,NE,140.9826508,5430.640137,362.3122559,0,0.650019884,0.017532755,-0.695724487,-1.32308352,-0.337813854,2,83,34,19,162,81,38,1,173,36,128,22157.51563,Hall
603,31081,9100,2393,NE,84.8796463,NA,112.8290863,0,0.101139024,-0.260919601,-0.695724487,NA,NA,1,85,62,NA,NA,74,106,1,285.5,NA,NA,24801.7832,Hamilton
604,31093,6347,1698,NE,285.3639526,NA,0,0,2.062566996,-0.386850029,-0.695724487,NA,NA,1,98,9,NA,NA,1,333.5,1,285.5,NA,NA,NA,Howard
605,31109,298080,91664,NE,96.75634766,10535.5,52.89858627,12.11629868,0.217334121,-0.327809036,-0.541409075,0.410550058,-0.060333483,4,59,53,63,48,11,115,2,126,34,85,31043.94922,Lancaster
606,31121,7776,2360,NE,0,NA,953.3898315,0,-0.729276597,0.677244306,-0.695724487,NA,NA,1,1,274,NA,NA,94,27,1,285.5,NA,NA,169748.1094,Merrick
607,31153,169192,32012,NE,58.11145782,11845.89844,59.79055786,0,-0.160746172,-0.320116788,-0.695724487,0.855567336,-0.080255032,3,51,154,80,63,32,213,1,293.5,49,160,54662.94922,Sarpy
608,31155,20913,4860,NE,119.4325104,NA,0,0,0.439185202,-0.386850029,-0.695724487,NA,NA,1,89,44,NA,NA,1,333.5,1,285.5,NA,NA,52261.55469,Saunders
609,31159,16998,3846,NE,0,NA,131.3052521,0,-0.729276597,-0.240298033,-0.695724487,NA,NA,1,1,274,NA,NA,75,100,1,285.5,NA,NA,32823.62109,Seward
610,31177,20257,3894,NE,0,NA,20.27786255,0,-0.729276597,-0.36421755,-0.695724487,NA,NA,1,1,274,NA,NA,52,193,1,285.5,NA,NA,75883.92969,Washington
611,32003,2035572,749230,NV,58.55031967,7936.269531,201.5290985,64.88449097,-0.156452581,-0.161920026,0.130656078,-0.472160429,-0.164969236,5,23,106,19,110,24,104,51,68,15,115,35521.95313,Clark
612,32029,3929,824,NV,0,NA,2442.961182,0,-0.729276597,2.339779854,-0.695724487,NA,NA,1,1,274,NA,NA,98,11,1,285.5,NA,NA,143407.9688,Storey
613,32031,435019,153726,NV,134.8279419,8701.826172,551.2098389,65.26817322,0.589805603,0.228364512,0.135542721,-0.212173909,0.185384735,4,73,35,37,81,79,27,61,50,57,56,27533.55469,Washoe
614,32510,54482,20328,NV,157.4968719,8841.654297,350.8399963,94.09867859,0.811585903,0.004728373,0.502733231,-0.164687648,0.288589954,2,88,25,56,89,81,39,87,27,84,32,24332.83203,Carson City
615,33011,403972,85899,NH,141.4237671,8251.529297,359.9219666,150.2666626,0.654335499,0.014864912,1.21809876,-0.365096778,0.380550593,4,75,33,33,86,63,48,92,11,77,30,27492.88477,Hillsborough
616,33015,299006,44184,NH,105.1225967,9449.111328,1227.48999,119.6951675,0.299184889,0.983172119,0.828734696,0.041607525,0.538174808,4,62,49,47,69,96,6,87,17,88,16,53764.89453,Rockingham
617,33017,125273,32064,NH,63.78681946,7818.814453,545.3269653,109.5241089,-0.105221562,0.221798539,0.699194252,-0.512048721,0.075930625,3,53,146,29,222,84,52,92,26,64,113,19390.0332,Strafford
618,34001,275376,89874,NJ,53.42187881,7419.76416,159.6249084,58.7858963,-0.206626415,-0.208689988,0.052983284,-0.647567987,-0.252475262,4,40,78,22,100,28,93,57,56,18,105,28712.54688,Atlantic
619,34003,926330,167223,NJ,72.05185699,11232.83105,900.9599609,154.9933624,-0.02436099,0.618726492,1.278298855,0.647366881,0.630007803,5,33,92,75,34,85,21,84,22,78,30,70136.74219,Bergen
620,34005,450556,75198,NJ,155.4344788,9525.509766,366.1729431,45.69544983,0.791408598,0.021841731,-0.113738999,0.067552783,0.191766024,4,80,26,49,66,64,47,39,79,58,54,80456.92188,Burlington
621,34007,511998,142520,NJ,86.63882446,10005.86133,734.56073,107.111557,0.118349858,0.433005512,0.668467581,0.230682358,0.362626314,5,42,80,59,56,80,28,68,44,60,55,31040.52148,Camden
622,34009,95805,24354,NJ,220.7392273,9383.044922,270.5338745,327.5054932,1.430314183,-0.084902637,3.475444317,0.019171074,1.210006714,2,91,18,63,74,74,52,100,1,98,4,75132.76563,Cape May
623,34011,157035,57562,NJ,0,6944.988281,624.5317993,64.42906189,-0.729276597,0.310200363,0.124855652,-0.808804035,-0.27575615,3,1,291,19,253,88,40,78,71,25,234,25062.1543,Cumberland
624,34013,791609,272910,NJ,133.2013855,10098.38281,1853.817627,375.7391357,0.573892295,1.682226896,4.089756966,0.262103081,1.651994824,5,62,52,61,54,97,5,98,3,96,6,24385.00977,Essex
625,34015,290298,53744,NJ,314.9262695,7853.207031,286.4256897,21.16066742,2.351788282,-0.067165516,-0.42621839,-0.500368834,0.339508891,4,97,5,27,94,54,59,8,119,75,33,58448.69922,Gloucester
626,34017,662619,239361,NJ,184.954422,8900.700195,554.7159424,173.0482788,1.080215454,0.232277736,1.508249521,-0.144635394,0.669026852,5,80,28,41,80,70,41,90,14,81,27,40863.14063,Hudson
627,34019,126250,13059,NJ,0,11040.39941,565.7444458,0,-0.729276597,0.244586825,-0.695724487,0.58201617,-0.149599522,3,1,291,72,88,86,46,1,293.5,41,183,126731.1953,Hunterdon
628,34021,370212,88786,NJ,40.83733749,9651.449219,169.5392914,110.5170059,-0.329746634,-0.197624385,0.711839974,0.110322393,0.073697835,4,29,91,51,64,33,87,84,21,49,66,41930.91016,Mercer
629,34023,830300,171345,NJ,99.9572525,11967.23438,467.0698242,63.87231064,0.248650014,0.134454429,0.117764771,0.896773577,0.349410713,5,48,72,85,21,62,53,49,70,59,56,61799.80078,Middlesex
630,34025,629185,112228,NJ,68.85187531,11509.55762,308.6234131,57.96004105,-0.055667847,-0.042390261,0.042465042,0.741344452,0.171437845,5,31,95,78,30,42,79,39,83,43,77,57213.46875,Monmouth
631,34027,498192,62673,NJ,45.62928391,11255.44824,182.8709564,94.95509338,-0.282864869,-0.182744682,0.513640702,0.655047774,0.175769731,4,34,85,72,37,36,83,78,29,56,57,100165.125,Morris
632,34029,583450,151675,NJ,77.15532684,9289.464844,222.9326172,38.72460556,0.025568545,-0.1380312,-0.202520922,-0.012609146,-0.081898183,5,37,87,48,71,26,101,23,106,22,106,44018.61328,Ocean
633,34031,507574,176798,NJ,61.42030716,10481.87012,144.2926331,123.1159668,-0.128374204,-0.2258026,0.872302651,0.392337114,0.227615744,5,27,100,66,47,17,113,76,34,49,70,20010.25586,Passaic
634,34033,65120,17949,NJ,479.1794434,4482.375488,212.0452423,69.70103455,3.958750725,-0.150182769,0.192000449,-1.645118594,0.588862479,2,98,4,7,185,70,61,77,47,94,12,39070.46094,Salem
635,34035,330604,43030,NJ,251.6538391,11569.28027,637.3171997,106.9972534,1.732765794,0.324470371,0.667011797,0.761626542,0.871468604,4,96,6,78,29,85,20,83,23,94,8,113452.9922,Somerset
636,34037,145930,22308,NJ,100.0277939,7298.954102,363.9568787,41.01667404,0.249340147,0.019368345,-0.173328727,-0.688595653,-0.148303971,3,69,99,22,244,77,73,58,131,42,181,46536.36719,Sussex
637,34039,548744,149687,NJ,143.7776947,10328.83105,352.7375183,164.2505798,0.677365065,0.006846229,1.396200418,0.340364337,0.605194032,5,67,46,63,51,50,69,87,19,76,33,35723.85547,Union
638,34041,107226,20657,NJ,0,8739.69043,134.2130585,27.18206978,-0.729276597,-0.237052575,-0.34952873,-0.199315041,-0.37879324,3,1,291,42,180,51,152,42,181,15,264,45379.27344,Warren
639,35001,673943,263309,NM,37.80786133,7835.208496,528.4206543,44.95455551,-0.359385371,0.202929124,-0.123175159,-0.50648123,-0.196528167,5,11,122,18,112,69,43,31,94,12,119,19531.63281,Bernalillo
640,35013,213963,110385,NM,12.14829731,4206.128418,1091.809937,5.750600815,-0.610424399,0.831737339,-0.62248379,-1.738933325,-0.535026073,3,19,253,3,301,95,18,18,256,7,289,22797.99219,Dona Ana
641,35043,136638,44193,NM,20.35919762,6329.635742,366.291626,6.200784683,-0.530093431,0.021974195,-0.616750181,-1.017780542,-0.535662472,3,28,225,13,271,78,71,19,252,7,290,18109.66602,Sandoval
642,35045,125133,50685,NM,51.19076538,4595.760742,236.3267975,12.97847652,-0.228454411,-0.123081729,-0.530428231,-1.606612444,-0.622144222,3,46,168,5,297,68,102,27,228,3,303,25.41626549,San Juan
643,35049,147108,50795,NM,117.6366577,5590.505859,8086.669434,14.49442387,0.421615571,8.638816833,-0.511120856,-1.268792391,1.820129752,3,75,80,10,282,100,2,29,222,100,3,35059.68359,Santa Fe
644,35057,15853,8089,NM,0,NA,174.2478485,0,-0.729276597,-0.192369074,-0.695724487,NA,NA,1,1,274,NA,NA,80,82,1,285.5,NA,NA,6916.293457,Torrance
645,35061,76297,34513,NM,87.4453125,4197.308105,91.06158447,0,0.12624009,-0.285214663,-0.695724487,-1.741928697,-0.649156928,2,72,56,6,188,56,88,1,173,7,186,8035.855957,Valencia
646,36001,307463,78179,NY,124.9156113,9013.913086,892.2284546,63.69200134,0.492828816,0.608981073,0.115468316,-0.106187776,0.277772605,4,70,39,43,73,91,12,60,52,68,42,28682.87109,Albany
647,36005,1428357,765485,NY,529.9671631,4804.586914,1032.365356,0.029393129,4.455629826,0.765390217,-0.695350111,-1.535694122,0.747493982,5,98,3,1,135,87,18,1,136,82,25,36386.50391,Bronx
648,36007,198093,68743,NY,30.96807098,7826.413086,31.49977493,258.1114502,-0.426302105,-0.351692587,2.591629267,-0.509468198,0.326041579,3,34,206,29,221,20,251,99,4,81,59,7798.682129,Broome
649,36015,88267,27799,NY,23.61670303,8455.546875,38.49419022,156.5155792,-0.498223811,-0.343886018,1.2976861,-0.295811474,0.039941199,2,45,110,49,101,39,121,97,6,72,57,38.49419022,Chemung
650,36027,296928,63475,NY,132.7089539,7385.451172,871.5432129,84.30139923,0.569074571,0.585893929,0.377953321,-0.659220874,0.218425244,4,72,37,22,101,90,13,73,35,64,47,23856.98242,Dutchess
651,36029,921584,278890,NY,107.8454742,7400.269531,283.9015198,180.0414734,0.325824022,-0.069982782,1.597316146,-0.654188454,0.299742222,5,52,66,12,120,40,82,92,12,55,62,9971.4375,Erie
652,36043,64034,22403,NY,1.232524633,6273.791992,40.41106033,93.8589325,-0.71721828,-0.341746569,0.499679774,-1.03674531,-0.399007589,2,27,145,27,146,40,119,86,29,28,143,40.41106033,Herkimer
653,36045,118947,41477,NY,105.5904083,11226.20703,0.83330518,14.58862972,0.303761691,-0.385919958,-0.509921074,0.645117283,0.013259485,3,70,94,74,81,2,305,29,221,59,128,0.83330518,Jefferson
654,36047,2595259,1136454,NY,222.8649597,6468.674805,810.5180664,0.326649398,1.451111197,0.517782748,-0.691564202,-0.970562279,0.076691866,5,87,18,4,130,84,23,2,134,31,94,44063.62891,Kings
655,36051,64801,19439,NY,26.6686039,13067.65723,9.191158295,28.42079353,-0.468365699,-0.376591623,-0.333752126,1.270482183,0.022943184,2,48,103,94,13,20,160,49,101,70,60,9.191158295,Livingston
656,36053,72427,19971,NY,6.683341026,4467.57959,24.10740662,71.54541016,-0.663890481,-0.35994333,0.215490744,-1.650143266,-0.61462158,2,31,138,7,186,30,139,77,46,8,183,3352.361572,Madison
657,36055,749356,225101,NY,260.640625,9770.817383,472.267334,170.6592407,1.820687532,0.140255451,1.477822304,0.150860369,0.897406399,5,92,12,55,61,62,52,89,16,88,17,19695.33594,Monroe
658,36059,1354612,213719,NY,111.4144135,8357.148438,252.3809357,230.2740021,0.360740542,-0.105163433,2.237086535,-0.329228044,0.540858924,5,54,63,34,90,34,91,94,9,72,39,37363.09766,Nassau
659,36061,1629507,515289,NY,791.5454102,7616.605957,1794.942017,27.41515541,7.01476717,1.616514802,-0.346560121,-0.58071965,1.926000595,5,100,1,14,117,95,7,9,125,98,4,221700.25,New York
660,36063,214150,65596,NY,221.7576599,6207.620117,71.35710144,175.527832,1.440278053,-0.307207167,1.539829612,-1.059217572,0.403420746,3,93,22,12,274,36,199,98,8,86,46,10663.91699,Niagara
661,36065,233558,78443,NY,258.4773254,6980.750488,35.2609787,93.70990753,1.799522996,-0.347494662,0.497781783,-0.796659052,0.288287759,3,96,13,19,252,23,240,89,35,80,64,2460.386475,Oneida
662,36067,468304,137683,NY,198.1313782,8218.53418,340.6258545,114.8436356,1.209131479,-0.006671802,0.766944706,-0.376302063,0.398275584,4,90,14,33,87,61,51,86,19,81,25,192.2554779,Onondaga
663,36069,109192,29063,NY,393.798645,10598.56348,31.58261871,106.2496719,3.123432159,-0.35160014,0.657490492,0.431966692,0.965322316,3,100,3,67,104,20,250,91,29,96,14,31.58261871,Ontario
664,36071,375384,97034,NY,101.1848221,5875.147461,488.2190552,61.92972946,0.260659873,0.158059448,0.09302371,-1.172126889,-0.16509597,4,61,51,10,116,77,30,59,53,24,98,21354.9375,Orange
665,36073,42204,14552,NY,108.7750168,NA,12.60394382,240.9976654,0.334918141,-0.372782558,2.373665094,NA,NA,1,88,48,NA,NA,46,215,95,20,NA,NA,12.60394382,Orleans
666,36075,121183,43476,NY,180.0433044,5410.415527,19.36638641,19.09096336,1.032167792,-0.365234882,-0.452578515,-1.329951882,-0.278899372,3,89,36,9,284,14,269,36,201,25,235,2980.932129,Oswego
667,36079,99488,14241,NY,0,8395.067383,140.2724457,111.7477722,-0.729276597,-0.230289593,0.72751528,-0.316350579,-0.137100369,2,1,172,48,103,65,71,92,17,57,86,28480.75781,Putnam
668,36081,2301139,799671,NY,32.57824326,7414.150391,385.8781738,0.031262856,-0.410549045,0.04383507,-0.695326269,-0.649474442,-0.427878678,5,8,126,12,119,53,64,1,135,3,132,34209.34766,Queens
669,36083,159900,41425,NY,110.2115326,6516.470215,288.216217,60.50906372,0.348972231,-0.065167077,0.074929856,-0.954330742,-0.148898929,3,72,89,15,265,72,89,74,82,42,182,152.4044952,Rensselaer
670,36085,472481,117494,NY,139.876236,6001.315918,166.6536865,0,0.639195323,-0.200845048,-0.695724487,-1.129279494,-0.346663415,4,74,34,14,111,32,88,1,128,13,112,20401.07227,Richmond
671,36087,320688,89979,NY,32.94484711,7881.089355,184.3583679,31.29847717,-0.406962395,-0.181084558,-0.297101438,-0.490899861,-0.344012052,4,21,102,28,93,37,81,22,101,14,111,24191.82422,Rockland
672,36091,223774,39453,NY,129.4334564,7909.759766,548.6766357,53.20090866,0.537028909,0.225537151,-0.018148124,-0.481163263,0.065813668,3,79,67,32,213,84,50,69,98,63,117,29979.75195,Saratoga
673,36093,154796,41090,NY,5.222726822,7011.399902,378.7359314,489.1442871,-0.678180337,0.035863493,5.534105301,-0.786250353,1.026384473,3,15,264,20,251,78,69,100,1,97,12,15580.86621,Schenectady
674,36095,31913,9358,NY,1.763197303,NA,1.389185667,286.2204895,-0.712026477,-0.385299534,2.949631214,NA,NA,1,63,150,NA,NA,36,256,96,16,NA,NA,1.389185667,Schoharie
675,36103,1501373,269776,NY,36.83985519,8412.214844,334.2918396,28.96453667,-0.368855804,-0.013741301,-0.3268269,-0.310527235,-0.254987806,5,9,124,35,88,47,73,10,123,9,123,32139.58008,Suffolk
676,36107,50199,14681,NY,31.73830032,5147.50293,142.478241,32.10002899,-0.418766588,-0.227827668,-0.286892712,-1.41923821,-0.588181317,2,52,96,13,173,65,70,53,95,12,176,142.478241,Tioga
677,36109,103855,30993,NY,108.7998276,8814.009766,2232.145752,119.0552902,0.335160881,2.104485273,0.820585132,-0.174075857,0.771538854,3,71,91,43,177,98,8,94,20,95,17,1922.398315,Tompkins
678,36111,181300,50889,NY,49.93133926,3967.161377,181.3093262,64.50470734,-0.240775943,-0.184487641,0.125819087,-1.820087552,-0.529883027,3,45,172,2,305,60,127,78,70,8,288,15843.49902,Ulster
679,36113,65180,17900,NY,84.82016754,8578.061523,107.678772,56.54906082,0.100557119,-0.266667932,0.024494544,-0.254204959,-0.098955303,2,72,57,53,95,59,82,68,65,62,76,10362.94141,Warren
680,36115,62700,19869,NY,0,8519.724609,2.264834642,37.08167648,-0.729276597,-0.384322196,-0.223445565,-0.27401644,-0.402765214,2,1,172,51,99,12,175,56,89,27,146,2.264834642,Washington
681,36117,92416,27332,NY,26.65037346,5259.913574,25.25675583,86.15657043,-0.468544066,-0.358660519,0.401581109,-1.381063104,-0.45167166,2,48,104,15,169,32,136,83,35,21,158,25.25675583,Wayne
682,36119,967315,210273,NY,238.7730408,8059.887207,510.507782,153.7823944,1.60674715,0.182936266,1.262875795,-0.430179298,0.655595005,5,89,16,23,104,67,45,84,23,79,29,29481.80664,Westchester
683,36123,25187,9239,NY,62.7830925,NA,1.352960229,5.006385803,-0.115041472,-0.385339946,-0.63196224,NA,NA,1,80,82,NA,NA,35,257,58,167,NA,NA,1.352960229,Yates
684,37001,155258,63812,NC,22.66083145,14281.31641,130.776886,25.58441734,-0.507575572,-0.240887746,-0.369876713,1.682646394,0.141076595,3,30,220,93,22,51,155,41,184,71,93,15333.24707,Alamance
685,37003,37158,15576,NC,26.44311714,NA,17.82229042,1.019966602,-0.470571756,-0.366958261,-0.682734013,NA,NA,1,71,118,NA,NA,50,200,57,173,NA,NA,3867.91626,Alexander
686,37019,115926,42200,NC,0,9961.071289,243.2861633,0,-0.729276597,-0.11531426,-0.695724487,0.215471461,-0.331210971,3,1,291,59,129,68,101,1,293.5,19,252,70061.78125,Brunswick
687,37021,247336,89546,NC,120.9276581,12018.94141,304.7771606,39.89453506,0.453812897,-0.046683129,-0.187620491,0.914333522,0.283460706,3,76,76,83,55,73,85,56,137,80,65,23397.95703,Buncombe
688,37023,89548,37035,NC,14.51042271,10216.55273,66.52056122,2.700148582,-0.587314665,-0.312605321,-0.661334872,0.302234113,-0.314755201,2,37,126,74,52,49,101,27,145,39,122,10854.07813,Burke
689,37025,188375,59400,NC,195.0805664,10420.63086,102.1094131,42.38381958,1.179284096,-0.272883981,-0.155916512,0.37153998,0.280505896,3,91,28,65,111,45,172,61,124,79,68,17615.75586,Cabarrus
690,37027,81758,36409,NC,51.07869339,10544.84277,36.66813278,0,-0.229550853,-0.345924109,-0.695724487,0.413722903,-0.214369133,2,61,78,76,49,39,122,1,173,50,100,6877.195313,Caldwell
691,37035,154610,59069,NC,0,12104.05566,70.77925873,11.41892338,-0.729276597,-0.307852119,-0.550291002,0.943238676,-0.161045253,3,1,291,83,53,36,200,23,239,41,186,15636.52246,Catawba
692,37037,67431,21061,NC,222.639801,12234.78516,337.8449707,0,1.448908448,-0.009775593,-0.695724487,0.987635016,0.432760835,2,92,17,89,23,80,41,1,173,90,20,18712.5293,Chatham
693,37049,104450,36444,NC,36.07945251,12383.30469,18.98995781,0,-0.376295149,-0.365655005,-0.695724487,1.038072944,-0.099900424,3,37,197,86,44,13,271,1,293.5,47,165,15848.12012,Craven
694,37051,324603,127692,NC,60.85263062,11126.33984,53.36849976,30.39653969,-0.133928046,-0.327284545,-0.308588654,0.611201942,-0.039649826,4,43,73,69,40,11,114,18,105,39,79,14431.72461,Cumberland
695,37053,24492,6839,NC,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,23417.73242,Currituck
696,37057,163867,62808,NC,0,14817.64941,88.56904602,0,-0.729276597,-0.28799662,-0.695724487,1.864787459,0.037947439,3,1,291,96,14,41,186,1,293.5,61,124,12674.46484,Davidson
697,37059,41447,12213,NC,68.70915985,NA,132.6434174,6.14099741,-0.057064094,-0.238804474,-0.61751163,NA,NA,1,82,72,NA,NA,75,99,59,165,NA,NA,12745.07715,Davie
698,37063,288817,100767,NC,55.61115265,10230.54883,1670.611816,37.56674576,-0.185207769,1.477747798,-0.217267632,0.306987256,0.345564902,4,42,75,59,53,98,3,30,90,76,32,28660.63867,Durham
699,37065,55280,29341,NC,53.76192474,7421.124512,441.1829834,9.064350128,-0.203299597,0.105561696,-0.580279291,-0.647105992,-0.331280798,2,62,76,40,120,85,31,32,135,38,124,5458.378418,Edgecombe
700,37067,361684,139596,NC,13.12828445,14523.38867,427.1251221,22.77830124,-0.600836754,0.089871481,-0.405615926,1.764855146,0.212068483,4,9,117,95,7,70,39,11,115,61,50,14345.97461,Forsyth
701,37069,62296,25439,NC,0,11099.4082,84.10432434,0.013758402,-0.729276597,-0.292979777,-0.69554925,0.602055848,-0.278937459,2,1,172,81,38,55,90,26,147,44,112,15042.62988,Franklin
702,37071,209807,85594,NC,38.8217926,10020.27637,50.80291748,3.839657068,-0.349465609,-0.330148041,-0.646821916,0.235577777,-0.272714436,3,40,189,60,126,29,223,14,267,26,230,16737.76172,Gaston
703,37073,11724,4477,NC,0,NA,53.67433548,0,-0.729276597,-0.326943189,-0.695724487,NA,NA,1,1,274,NA,NA,62,151,1,285.5,NA,NA,9694.755859,Gates
704,37081,506763,194483,NC,46.11606979,12628.52539,571.8900146,18.00858116,-0.278102428,0.251446009,-0.466363937,1.121351004,0.157082662,5,16,115,92,11,71,40,4,131,41,81,22448.55078,Guilford
705,37087,59170,21491,NC,30.01889229,6964.910645,82.66727448,0,-0.43558833,-0.294583678,-0.695724487,-0.802038312,-0.556983709,2,50,100,32,135,54,92,1,173,14,171,9486.795898,Haywood
706,37089,109719,38148,NC,48.46906662,8223.947266,355.3448181,0,-0.255082011,0.00975628,-0.695724487,-0.374463767,-0.328878492,3,44,175,37,197,76,76,1,293.5,20,251,23756.3418,Henderson
707,37093,51075,22643,NC,18.98665428,8883.882813,24.53296852,0,-0.543521643,-0.359468371,-0.695724487,-0.150346652,-0.437265277,2,40,119,56,88,31,137,1,173,23,154,8956.503906,Hoke
708,37097,165066,54112,NC,44.58649826,12285.09766,214.9056702,1.880118966,-0.293066919,-0.14699021,-0.671778917,1.004721403,-0.026778661,3,42,181,85,49,63,117,13,270,56,139,22586.5332,Iredell
709,37101,178396,64018,NC,6.901262283,12011.63086,300.896698,0,-0.661758482,-0.051014178,-0.695724487,0.91185081,-0.124161586,3,17,260,82,56,72,87,1,293.5,45,172,35220.98438,Johnston
710,37103,10166,4915,NC,43.73497772,NA,76.98880768,0,-0.301397711,-0.30092153,-0.695724487,NA,NA,1,74,103,NA,NA,69,125,1,285.5,NA,NA,20381.01953,Jones
711,37109,79578,27971,NC,3.298237562,9702.503906,121.2166138,0,-0.697008491,-0.251558125,-0.695724487,0.127660796,-0.379157573,2,28,143,69,62,62,77,1,173,31,137,13226.23438,Lincoln
712,37115,21027,8354,NC,0,NA,271.8062134,0,-0.729276597,-0.083482556,-0.695724487,NA,NA,1,1,274,NA,NA,85,61,1,285.5,NA,NA,12445.16797,Madison
713,37119,990288,325613,NC,60.57940292,13685.36719,167.8034821,17.63785362,-0.13660115,-0.199561745,-0.471085578,1.480259299,0.168252707,5,26,101,95,7,20,110,3,132,43,78,30971.88672,Mecklenburg
714,37127,94722,39890,NC,11.86771011,10551.42969,119.9696884,23.5573101,-0.613169491,-0.252949834,-0.395694315,0.415959865,-0.211463451,2,35,130,76,48,61,78,45,110,51,99,16936.45117,Nash
715,37129,213091,73560,NC,38.74382401,12293.55078,217.655838,28.37507057,-0.350228429,-0.14392069,-0.334334463,1.007592082,0.044777125,3,39,191,85,48,63,116,43,177,61,122,38823.24609,New Hanover
716,37133,183753,69219,NC,83.42733002,10236.57324,45.90781403,18.01271439,0.086930364,-0.335611552,-0.466311306,0.309033185,-0.101489827,3,63,116,61,122,27,229,33,208,47,166,33925.20313,Onslow
717,37135,138644,40538,NC,68.66062927,11386.7002,305.6036682,36.00929642,-0.057538893,-0.04576065,-0.237103581,0.699621499,0.08980459,3,56,138,76,76,73,84,53,147,65,109,36826.39453,Orange
